# INaturalist Research-grade observations of plants in the Holosiiv forest area (aprox.), as of 13.03.2024
# GBIF.org (13 March 2024) GBIF Occurrence Download https://doi.org/10.15468/dl.7nrymj
#---------------------------------------------------------------------------------------------------------
gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4512369144	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/196698811	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Robinia	Robinia pseudoacacia		SPECIES	Robinia pseudoacacia L.	Robinia pseudoacacia		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.38491	30.518883	10.0						2024-01-14T14:44:21	14	1	2024	5352251	5352251	HUMAN_OBSERVATION	iNaturalist	Observations	196698811		Aleksandr_Levon	2024-01-14T21:27:50	CC_BY_NC_4_0	Aleksandr_Levon	Aleksandr_Levon			2024-03-08T21:07:01.154Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4512361609	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/196703129	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phragmites	Phragmites australis		SPECIES	Phragmites australis (Cav.) Trin. ex Steud.	Phragmites australis		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.38011	30.520618	6.0						2024-01-14T14:16:23	14	1	2024	5290149	5290149	HUMAN_OBSERVATION	iNaturalist	Observations	196703129		Aleksandr_Levon	2024-01-14T22:18:54	CC_BY_NC_4_0	Aleksandr_Levon	Aleksandr_Levon			2024-03-08T21:18:53.662Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4512358828	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/196787703	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus robur		SPECIES	Quercus robur L.	Quercus robur		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.38197	30.52003	7.0						2024-01-14T13:57:46	14	1	2024	2878688	2878688	HUMAN_OBSERVATION	iNaturalist	Observations	196787703		Aleksandr_Levon	2024-01-15T21:38:51	CC_BY_NC_4_0	Aleksandr_Levon	Aleksandr_Levon			2024-03-08T20:59:19.894Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4512346020	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/196703620	Plantae	Tracheophyta	Liliopsida	Poales	Typhaceae	Typha	Typha angustifolia		SPECIES	Typha angustifolia L.	Typha angustifolia		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380103	30.520619	7.0						2024-01-14T14:08:53	14	1	2024	5289461	5289461	HUMAN_OBSERVATION	iNaturalist	Observations	196703620		Aleksandr_Levon	2024-01-14T22:23:55	CC_BY_NC_4_0	Aleksandr_Levon	Aleksandr_Levon			2024-03-08T21:03:31.254Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4510325811	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195675398	Plantae	Bryophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Atrichum	Atrichum undulatum		SPECIES	Atrichum undulatum (Hedw.) P.Beauv.	Atrichum undulatum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.371118	30.487986	15.0						2023-12-30T13:31	30	12	2023	2673299	2673299	HUMAN_OBSERVATION	iNaturalist	Observations	195675398		Denis Davydov	2024-01-03T17:22:51	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T21:18:09.189Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4510079823	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195675399	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.371124	30.48804	15.0						2023-12-30T13:32	30	12	2023	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	195675399		Denis Davydov	2024-01-03T17:22:51	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T21:18:06.245Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4510070783	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195675401	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	Pulmonaria obscura		SPECIES	Pulmonaria obscura Dumort.	Pulmonaria obscura		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.371081	30.488134	15.0						2023-12-30T13:35	30	12	2023	5439925	5439925	HUMAN_OBSERVATION	iNaturalist	Observations	195675401		Denis Davydov	2024-01-03T17:22:52	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T22:03:46.878Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4510062838	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195675412	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Rabelera	Rabelera holostea		SPECIES	Rabelera holostea (L.) M.T.Sharples & E.A.Tripp	Rabelera holostea		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.371126	30.488123	15.0						2023-12-30T13:26	30	12	2023	11071158	11071158	HUMAN_OBSERVATION	iNaturalist	Observations	195675412		Denis Davydov	2024-01-03T17:22:55	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T21:00:10.031Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4508044772	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195364883	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pilosa		SPECIES	Carex pilosa Scop.	Carex pilosa		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.354739	30.49582	2.0						2023-12-31T13:33	31	12	2023	2727195	2727195	HUMAN_OBSERVATION	iNaturalist	Observations	195364883		Ihor Olshanskyi	2023-12-31T13:26:44	CC_BY_NC_4_0	Ihor Olshanskyi	Ihor Olshanskyi			2024-03-08T20:55:02.336Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4508039334	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195556790	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.37357	30.491523	15.0						2023-12-29T14:58	29	12	2023	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	195556790		Denis Davydov	2024-01-02T09:40:19	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T22:01:46.882Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4508039316	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195551689	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Chelidonium	Chelidonium majus		SPECIES	Chelidonium majus L.	Chelidonium majus		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.372746	30.489018	15.0						2023-12-29T14:43	29	12	2023	5334186	5334186	HUMAN_OBSERVATION	iNaturalist	Observations	195551689		Denis Davydov	2024-01-02T07:39:18	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T21:50:07.352Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4508001259	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195509268	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium robertianum		SPECIES	Geranium robertianum L.	Geranium robertianum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.372067	30.487974	15.0						2023-12-29T15:58	29	12	2023	2890668	2890668	HUMAN_OBSERVATION	iNaturalist	Observations	195509268		Denis Davydov	2024-01-01T22:25:17	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T21:17:59.094Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507995753	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195364865	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Carpinus	Carpinus betulus		SPECIES	Carpinus betulus L.	Carpinus betulus		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.355322	30.499203	2.0						2023-12-31T13:15	31	12	2023	2875818	2875818	HUMAN_OBSERVATION	iNaturalist	Observations	195364865		Ihor Olshanskyi	2023-12-31T13:26:35	CC_BY_NC_4_0	Ihor Olshanskyi	Ihor Olshanskyi			2024-03-08T22:00:05.018Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507984339	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195556789	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ficaria	Ficaria verna		SPECIES	Ficaria verna Huds.	Ficaria verna		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.373591	30.49119	15.0						2023-12-29T14:56	29	12	2023	9094061	9094061	HUMAN_OBSERVATION	iNaturalist	Observations	195556789		Denis Davydov	2024-01-02T09:40:19	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T21:50:07.479Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507976807	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195364880	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus sylvestris		SPECIES	Pinus sylvestris L.	Pinus sylvestris		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.359115	30.499913	2.0						2023-12-31T13:21	31	12	2023	5285637	5285637	HUMAN_OBSERVATION	iNaturalist	Observations	195364880		Ihor Olshanskyi	2023-12-31T13:26:43	CC_BY_NC_4_0	Ihor Olshanskyi	Ihor Olshanskyi			2024-03-08T21:02:33.417Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507951811	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195364876	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.358562	30.499827	2.0						2023-12-31T13:18	31	12	2023	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	195364876		Ihor Olshanskyi	2023-12-31T13:26:42	CC_BY_NC_4_0	Ihor Olshanskyi	Ihor Olshanskyi			2024-03-08T20:49:52.692Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507938031	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195094707	Plantae	Tracheophyta	Magnoliopsida	Santalales	Viscaceae	Viscum	Viscum album	album	SUBSPECIES	Viscum album subsp. album	Viscum album album		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380053	30.508456	5.0						2023-12-28T14:19	28	12	2023	7295709	2889828	HUMAN_OBSERVATION	iNaturalist	Observations	195094707		Andrii Churilov	2023-12-28T19:03:04	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:38:21.966Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507928801	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195364877	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Rabelera	Rabelera holostea		SPECIES	Rabelera holostea (L.) M.T.Sharples & E.A.Tripp	Rabelera holostea		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.35859	30.499812	2.0						2023-12-31T13:18	31	12	2023	11071158	11071158	HUMAN_OBSERVATION	iNaturalist	Observations	195364877		Ihor Olshanskyi	2023-12-31T13:26:43	CC_BY_NC_4_0	Ihor Olshanskyi	Ihor Olshanskyi			2024-03-08T20:38:39.491Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507925969	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195093943	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris filix-mas		SPECIES	Dryopteris filix-mas (L.) Schott	Dryopteris filix-mas		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.381128	30.504765	5.0						2023-12-28T13:47	28	12	2023	5275132	5275132	HUMAN_OBSERVATION	iNaturalist	Observations	195093943		Andrii Churilov	2023-12-28T18:53:31	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:54:47.184Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507919225	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195509280	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium odoratum		SPECIES	Galium odoratum (L.) Scop.	Galium odoratum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.372028	30.487944	15.0						2023-12-29T15:59	29	12	2023	2914642	2914642	HUMAN_OBSERVATION	iNaturalist	Observations	195509280		Denis Davydov	2024-01-01T22:25:19	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T22:01:45.566Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507912931	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195094201	Plantae	Bryophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Atrichum	Atrichum undulatum		SPECIES	Atrichum undulatum (Hedw.) P.Beauv.	Atrichum undulatum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380929	30.507673	5.0						2023-12-28T14:07	28	12	2023	2673299	2673299	HUMAN_OBSERVATION	iNaturalist	Observations	195094201		Andrii Churilov	2023-12-28T18:57:37	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:05:11.451Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507896229	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195509275	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Rabelera	Rabelera holostea		SPECIES	Rabelera holostea (L.) M.T.Sharples & E.A.Tripp	Rabelera holostea		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.373032	30.490948	15.0						2023-12-29T15:10	29	12	2023	11071158	11071158	HUMAN_OBSERVATION	iNaturalist	Observations	195509275		Denis Davydov	2024-01-01T22:25:18	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T22:00:08.671Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507883968	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195093936	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.38109	30.504778	5.0						2023-12-28T13:47	28	12	2023	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	195093936		Andrii Churilov	2023-12-28T18:53:30	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:49:31.603Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507854931	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195094203	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex pilosa		SPECIES	Carex pilosa Scop.	Carex pilosa		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380879	30.507654	5.0						2023-12-28T14:07	28	12	2023	2727195	2727195	HUMAN_OBSERVATION	iNaturalist	Observations	195094203		Andrii Churilov	2023-12-28T18:57:38	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:54:47.188Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507832320	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195556796	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Sanicula	Sanicula europaea		SPECIES	Sanicula europaea L.	Sanicula europaea		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.373639	30.491407	15.0						2023-12-29T15:02	29	12	2023	6027128	6027128	HUMAN_OBSERVATION	iNaturalist	Observations	195556796		Denis Davydov	2024-01-02T09:40:21	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T20:50:04.133Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507815312	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195556791	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris carthusiana		SPECIES	Dryopteris carthusiana (Vill.) H.P.Fuchs	Dryopteris carthusiana		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.373536	30.491587	15.0						2023-12-29T14:59	29	12	2023	5275149	5275149	HUMAN_OBSERVATION	iNaturalist	Observations	195556791		Denis Davydov	2024-01-02T09:40:19	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T22:03:43.699Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507814361	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195556793	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.373557	30.491657	15.0						2023-12-29T15:00	29	12	2023	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	195556793		Denis Davydov	2024-01-02T09:40:20	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T22:00:43.889Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507780406	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195556795	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium robertianum		SPECIES	Geranium robertianum L.	Geranium robertianum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.373584	30.491483	15.0						2023-12-29T15:02	29	12	2023	2890668	2890668	HUMAN_OBSERVATION	iNaturalist	Observations	195556795		Denis Davydov	2024-01-02T09:40:21	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T20:54:41.028Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507754338	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195551686	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Mahonia	Mahonia aquifolium		SPECIES	Berberis aquifolium Pursh	Berberis aquifolium		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.372741	30.488626	15.0						2023-12-29T14:42	29	12	2023	3033868	3033865	HUMAN_OBSERVATION	iNaturalist	Observations	195551686		Denis Davydov	2024-01-02T07:39:17	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T21:58:06.150Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507743380	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195556792	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris filix-mas		SPECIES	Dryopteris filix-mas (L.) Schott	Dryopteris filix-mas		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.373577	30.491619	15.0						2023-12-29T14:59	29	12	2023	5275132	5275132	HUMAN_OBSERVATION	iNaturalist	Observations	195556792		Denis Davydov	2024-01-02T09:40:20	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T22:03:43.942Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507726796	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195364882	Plantae	Bryophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Atrichum	Atrichum undulatum		SPECIES	Atrichum undulatum (Hedw.) P.Beauv.	Atrichum undulatum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.359488	30.500002	2.0						2023-12-31T13:24	31	12	2023	2673299	2673299	HUMAN_OBSERVATION	iNaturalist	Observations	195364882		Denis Davydov	2023-12-31T15:02:22	CC_BY_NC_4_0	Ihor Olshanskyi	Ihor Olshanskyi			2024-03-08T20:59:52.920Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507724794	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195364855	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus robur		SPECIES	Quercus robur L.	Quercus robur		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.355206	30.498977	4.0						2023-12-31T13:10	31	12	2023	2878688	2878688	HUMAN_OBSERVATION	iNaturalist	Observations	195364855		Ihor Olshanskyi	2023-12-31T13:26:31	CC_BY_NC_4_0	Ihor Olshanskyi	Ihor Olshanskyi			2024-03-08T20:53:39.959Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507724177	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195509258	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	Lamium galeobdolon		SPECIES	Lamium galeobdolon (L.) L.	Lamium galeobdolon		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.372973	30.490637	31.0						2023-12-29T15:09	29	12	2023	2927324	2927324	HUMAN_OBSERVATION	iNaturalist	Observations	195509258		Denis Davydov	2024-01-01T22:25:15	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T20:34:52.859Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507721733	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195364878	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium odoratum		SPECIES	Galium odoratum (L.) Scop.	Galium odoratum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.358586	30.499828	2.0						2023-12-31T13:18	31	12	2023	2914642	2914642	HUMAN_OBSERVATION	iNaturalist	Observations	195364878		Ihor Olshanskyi	2023-12-31T13:26:43	CC_BY_NC_4_0	Ihor Olshanskyi	Ihor Olshanskyi			2024-03-08T22:57:20.323Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507715242	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195556787	Plantae	Bryophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Atrichum	Atrichum undulatum		SPECIES	Atrichum undulatum (Hedw.) P.Beauv.	Atrichum undulatum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.373476	30.491222	15.0						2023-12-29T14:55	29	12	2023	2673299	2673299	HUMAN_OBSERVATION	iNaturalist	Observations	195556787		Denis Davydov	2024-01-02T09:40:18	CC_BY_NC_4_0	Denis Davydov	Denis Davydov			2024-03-08T21:31:35.823Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
